,loss_train,loss_test,top1_acc_train,top1_acc_test,top3_acc_train,top3_acc_test,running_corrects_1_train,running_corrects_1_test,running_corrects_3_train,running_corrects_3_test,dataset_sizes_train,dataset_sizes_test,time,batches_train,batches_test,epoch
0,1.7310067705917358,1.4644515205383302,0.3367,0.4485,0.69238,0.8099,16835.0,4485.0,34619.0,8099.0,50000,10000,60.46124291419983,782,157,0
0,1.3297304447555542,1.1555701734542847,0.51316,0.591,0.83322,0.8777,25658.0,5910.0,41661.0,8777.0,50000,10000,57.221683740615845,782,157,1
0,1.0724837077713012,1.0260006182670593,0.61674,0.6362,0.8854,0.901,30837.0,6362.0,44270.0,9010.0,50000,10000,57.26804780960083,782,157,2
0,0.8994426610565186,0.8196974311828613,0.6824,0.7129,0.91592,0.9288,34120.0,7129.0,45796.0,9288.0,50000,10000,57.011828899383545,782,157,3
0,0.7697967485809326,0.7656773894309997,0.73088,0.7313,0.93496,0.9337,36544.0,7313.0,46748.0,9337.0,50000,10000,57.151851415634155,782,157,4
0,0.6868336040496826,0.6400947117805481,0.7615,0.7807,0.94576,0.9504,38075.0,7807.0,47288.0,9504.0,50000,10000,56.94430613517761,782,157,5
0,0.6200050088119506,0.6874379424095154,0.7836,0.7691,0.95428,0.9429,39180.0,7691.0,47714.0,9429.0,50000,10000,57.0872802734375,782,157,6
0,0.575146404724121,0.5936268469810486,0.80152,0.7997,0.9573,0.9599,40076.0,7997.0,47865.0,9599.0,50000,10000,57.077542781829834,782,157,7
0,0.5382948996162414,0.536320522594452,0.81368,0.8136,0.9631,0.9645,40684.0,8136.0,48155.0,9645.0,50000,10000,57.186704874038696,782,157,8
0,0.5064345087432861,0.5177348675727844,0.82252,0.8215,0.96646,0.9647,41126.0,8215.0,48323.0,9647.0,50000,10000,57.19255495071411,782,157,9
0,0.47839206062316897,0.497717787027359,0.83528,0.8331,0.96936,0.9665,41764.0,8331.0,48468.0,9665.0,50000,10000,57.164122104644775,782,157,10
0,0.4569009827232361,0.50383529047966,0.84246,0.8273,0.97242,0.9674,42123.0,8273.0,48621.0,9674.0,50000,10000,57.2440881729126,782,157,11
0,0.44047952706336974,0.4755428783655167,0.8483,0.8398,0.97386,0.9698,42415.0,8398.0,48693.0,9698.0,50000,10000,57.23983669281006,782,157,12
0,0.4158478208351135,0.459411896276474,0.85536,0.8444,0.97596,0.9691,42768.0,8444.0,48798.0,9691.0,50000,10000,57.228256702423096,782,157,13
0,0.4044424321269989,0.4246795630455017,0.85904,0.8571,0.97778,0.974,42952.0,8571.0,48889.0,9740.0,50000,10000,57.19014859199524,782,157,14
0,0.38655615701675416,0.4342777075767517,0.86654,0.8522,0.9779,0.9723,43327.0,8522.0,48895.0,9723.0,50000,10000,57.21752905845642,782,157,15
0,0.37401947170257566,0.4735240907669067,0.86932,0.8398,0.9787,0.9716,43466.0,8398.0,48935.0,9716.0,50000,10000,57.519883155822754,782,157,16
0,0.36296312428951266,0.40333223330974577,0.87436,0.866,0.98042,0.9764,43718.0,8660.0,49021.0,9764.0,50000,10000,57.22311043739319,782,157,17
0,0.3516799506855011,0.4337033766269684,0.87694,0.8531,0.98164,0.9725,43847.0,8531.0,49082.0,9725.0,50000,10000,57.47236633300781,782,157,18
0,0.34499459343910216,0.39736786479949954,0.88042,0.8652,0.98226,0.9757,44021.0,8652.0,49113.0,9757.0,50000,10000,57.32616591453552,782,157,19
0,0.33441154990196226,0.4248245996952057,0.88352,0.8548,0.9837,0.9752,44176.0,8548.0,49185.0,9752.0,50000,10000,57.178494453430176,782,157,20
