,loss_train,loss_test,top1_acc_train,top1_acc_test,top3_acc_train,top3_acc_test,running_corrects_1_train,running_corrects_1_test,running_corrects_3_train,running_corrects_3_test,dataset_sizes_train,dataset_sizes_test,time,batches_train,batches_test,epoch
0,1.9811803259277343,1.7435231185913085,0.24004,0.3427,0.56386,0.6927,12002.0,3427.0,28193.0,6927.0,50000,10000,52.62756395339966,1563,157,0
0,1.7325596496200562,1.5822063484191895,0.34874,0.4114,0.6931,0.7501,17437.0,4114.0,34655.0,7501.0,50000,10000,50.71506667137146,1563,157,1
0,1.6235623542022706,1.4902664489746094,0.39696,0.4485,0.74164,0.7816,19848.0,4485.0,37082.0,7816.0,50000,10000,50.59357309341431,1563,157,2
0,1.5349416941452025,1.4084917888641357,0.43554,0.4801,0.77296,0.8118,21777.0,4801.0,38648.0,8118.0,50000,10000,50.53407001495361,1563,157,3
0,1.4588174963760376,1.3372657276153563,0.46974,0.5104,0.79592,0.8302,23487.0,5104.0,39796.0,8302.0,50000,10000,50.55722689628601,1563,157,4
0,1.3913536782073974,1.2887925985336304,0.49436,0.5322,0.81436,0.8409,24718.0,5322.0,40718.0,8409.0,50000,10000,50.846858739852905,1563,157,5
0,1.3237806273651123,1.224819764137268,0.51964,0.5569,0.83268,0.8605,25982.0,5569.0,41634.0,8605.0,50000,10000,50.87579083442688,1563,157,6
0,1.2538718877792359,1.1585603702545166,0.54706,0.5837,0.84886,0.8702,27353.0,5837.0,42443.0,8702.0,50000,10000,46.26295495033264,1563,157,7
0,1.1955857391357423,1.112490966796875,0.56974,0.6024,0.8597,0.8816,28487.0,6024.0,42985.0,8816.0,50000,10000,41.15854358673096,1563,157,8
0,1.1442175551223754,1.0570484481811524,0.58896,0.6179,0.87086,0.8916,29448.0,6179.0,43543.0,8916.0,50000,10000,41.152580976486206,1563,157,9
0,1.0843569268798827,1.0077623711586,0.6122,0.6437,0.88264,0.9015,30610.0,6437.0,44132.0,9015.0,50000,10000,41.25038766860962,1563,157,10
0,1.0388736124801636,0.9743478828430175,0.63124,0.654,0.8925,0.9049,31562.0,6540.0,44625.0,9049.0,50000,10000,41.111477851867676,1563,157,11
0,0.9879457455062867,0.9327309623718262,0.64752,0.6713,0.90118,0.9109,32376.0,6713.0,45059.0,9109.0,50000,10000,41.01752471923828,1563,157,12
0,0.945212419757843,0.8832316757202149,0.66494,0.6876,0.9093,0.9205,33247.0,6876.0,45465.0,9205.0,50000,10000,41.13270092010498,1563,157,13
0,0.9063505821418762,0.8525213092803955,0.67844,0.7028,0.91362,0.9222,33922.0,7028.0,45681.0,9222.0,50000,10000,41.18784952163696,1563,157,14
0,0.8643835004425049,0.8333551008224487,0.69456,0.7084,0.92218,0.9231,34728.0,7084.0,46109.0,9231.0,50000,10000,40.85308861732483,1563,157,15
0,0.8294880638885498,0.7964629307746888,0.7073,0.7222,0.92496,0.9317,35365.0,7222.0,46248.0,9317.0,50000,10000,41.031322717666626,1563,157,16
0,0.7971433146095276,0.7748411827087403,0.71966,0.7324,0.92948,0.9315,35983.0,7324.0,46474.0,9315.0,50000,10000,40.992425203323364,1563,157,17
0,0.7605382249832153,0.7522272438049317,0.73178,0.7369,0.93582,0.9377,36589.0,7369.0,46791.0,9377.0,50000,10000,41.15678954124451,1563,157,18
0,0.7344561116218566,0.7274576483726501,0.74232,0.7533,0.93946,0.9421,37116.0,7533.0,46973.0,9421.0,50000,10000,40.99194860458374,1563,157,19
0,0.711341245918274,0.7033167337417603,0.75034,0.7591,0.94382,0.9446,37517.0,7591.0,47191.0,9446.0,50000,10000,40.96545672416687,1563,157,20
