,loss_train,loss_test,top1_acc_train,top1_acc_test,top3_acc_train,top3_acc_test,running_corrects_1_train,running_corrects_1_test,running_corrects_3_train,running_corrects_3_test,dataset_sizes_train,dataset_sizes_test,time,batches_train,batches_test,epoch
0,1.6383306503295898,1.3628919584274293,0.38708,0.5002,0.7266,0.8328,19354.0,5002.0,36330.0,8328.0,50000,10000,48.5913827419281,782,157,0
0,1.253419006881714,1.119618391609192,0.54804,0.6047,0.84898,0.8778,27402.0,6047.0,42449.0,8778.0,50000,10000,47.17773389816284,782,157,1
0,1.057604422302246,0.9321767211914063,0.62084,0.6755,0.89014,0.9111,31042.0,6755.0,44507.0,9111.0,50000,10000,48.544353723526,782,157,2
0,0.8972195485305786,0.7876671360969544,0.68376,0.7238,0.918,0.9358,34188.0,7238.0,45900.0,9358.0,50000,10000,47.916348457336426,782,157,3
0,0.7794651343345642,0.7221154605865479,0.72798,0.7508,0.93302,0.9399,36399.0,7508.0,46651.0,9399.0,50000,10000,48.03653264045715,782,157,4
0,0.6961298607063293,0.6615073314189911,0.7582,0.7773,0.94398,0.9528,37910.0,7773.0,47199.0,9528.0,50000,10000,48.758769512176514,782,157,5
0,0.6341724276828766,0.6313265406608581,0.77936,0.7814,0.95174,0.9559,38968.0,7814.0,47587.0,9559.0,50000,10000,48.67458748817444,782,157,6
0,0.5784188623046875,0.5967117358207703,0.79932,0.7957,0.95888,0.9608,39966.0,7957.0,47944.0,9608.0,50000,10000,48.85359048843384,782,157,7
0,0.5401955060768128,0.5374224407196045,0.81274,0.8192,0.96182,0.9642,40637.0,8192.0,48091.0,9642.0,50000,10000,48.72792649269104,782,157,8
0,0.5091872721862793,0.5193438258171081,0.823,0.8263,0.96592,0.9661,41150.0,8263.0,48296.0,9661.0,50000,10000,48.83217740058899,782,157,9
0,0.4775886212348938,0.5167551007270813,0.8361,0.8263,0.97008,0.9666,41805.0,8263.0,48504.0,9666.0,50000,10000,48.72242307662964,782,157,10
0,0.4565364075469971,0.48648669185638427,0.84294,0.8343,0.97194,0.9693,42147.0,8343.0,48597.0,9693.0,50000,10000,47.907251596450806,782,157,11
0,0.4362875812911987,0.45266723356246946,0.84874,0.8452,0.97308,0.9719,42437.0,8452.0,48654.0,9719.0,50000,10000,47.982802391052246,782,157,12
0,0.418942834072113,0.4691413189411163,0.85368,0.8422,0.97592,0.9717,42684.0,8422.0,48796.0,9717.0,50000,10000,48.700892210006714,782,157,13
0,0.3990904015159607,0.4725587769985199,0.8625,0.843,0.97696,0.9721,43125.0,8430.0,48848.0,9721.0,50000,10000,48.0641987323761,782,157,14
0,0.3879871771621704,0.45085370531082153,0.86632,0.8538,0.97826,0.975,43316.0,8538.0,48913.0,9750.0,50000,10000,48.9529504776001,782,157,15
