,loss_train,loss_test,top1_acc_train,top1_acc_test,top3_acc_train,top3_acc_test,running_corrects_1_train,running_corrects_1_test,running_corrects_3_train,running_corrects_3_test,dataset_sizes_train,dataset_sizes_test,time,batches_train,batches_test,epoch
0,1.852483321723938,1.568374158668518,0.30422,0.4169,0.65912,0.7718,15211.0,4169.0,32956.0,7718.0,50000,10000,37.51196241378784,391,157,0
0,1.4915659144973754,1.5014253263473512,0.45402,0.4522,0.79114,0.7974,22701.0,4522.0,39557.0,7974.0,50000,10000,38.659180641174316,391,157,1
0,1.3345941828155519,1.202585294342041,0.51668,0.5647,0.8309,0.8658,25834.0,5647.0,41545.0,8658.0,50000,10000,37.85983896255493,391,157,2
0,1.2023947130203247,1.1722879958152772,0.56404,0.583,0.86302,0.865,28202.0,5830.0,43151.0,8650.0,50000,10000,37.17550086975098,391,157,3
0,1.089608687171936,1.010593367767334,0.60838,0.6408,0.8841,0.898,30419.0,6408.0,44205.0,8980.0,50000,10000,36.63590669631958,391,157,4
0,1.0019492901420592,1.0020848662376405,0.64394,0.6467,0.89994,0.9046,32197.0,6467.0,44997.0,9046.0,50000,10000,36.871235609054565,391,157,5
0,0.928356152305603,0.9574529138565063,0.67212,0.6633,0.91236,0.9075,33606.0,6633.0,45618.0,9075.0,50000,10000,36.35613226890564,391,157,6
0,0.8749219360542297,0.9196153342247009,0.69342,0.6807,0.9202,0.9179,34671.0,6807.0,46010.0,9179.0,50000,10000,37.051477909088135,391,157,7
0,0.8334098951339721,0.8499027001857757,0.70774,0.7031,0.92608,0.9227,35387.0,7031.0,46304.0,9227.0,50000,10000,36.52666234970093,391,157,8
0,0.7989855583381653,0.8185518361091614,0.7207,0.7189,0.93064,0.93,36035.0,7189.0,46532.0,9300.0,50000,10000,36.51091980934143,391,157,9
0,0.7761246906852722,0.7718398516178131,0.72918,0.7336,0.93476,0.9364,36459.0,7336.0,46738.0,9364.0,50000,10000,36.70159554481506,391,157,10
0,0.7522302396011352,0.7712276811599732,0.7358,0.7342,0.9392,0.9368,36790.0,7342.0,46960.0,9368.0,50000,10000,37.003795862197876,391,157,11
0,0.7364046069526672,0.7612343808174133,0.74336,0.7334,0.9407,0.9385,37168.0,7334.0,47035.0,9385.0,50000,10000,36.64014911651611,391,157,12
0,0.7240021783828735,0.7265078172683715,0.74748,0.7428,0.9412,0.9423,37374.0,7428.0,47060.0,9423.0,50000,10000,36.491381883621216,391,157,13
0,0.7033263309669494,0.7932359021186829,0.75596,0.7319,0.94338,0.9393,37798.0,7319.0,47169.0,9393.0,50000,10000,36.53413462638855,391,157,14
0,0.6909621664428711,0.7749718828678132,0.76054,0.7382,0.94542,0.9407,38027.0,7382.0,47271.0,9407.0,50000,10000,36.54894185066223,391,157,15
0,0.6855200731658936,0.6943716231346131,0.76284,0.7612,0.9455,0.9452,38142.0,7612.0,47275.0,9452.0,50000,10000,36.64649701118469,391,157,16
0,0.675870845451355,0.8225132040023804,0.76488,0.7257,0.94774,0.9354,38244.0,7257.0,47387.0,9354.0,50000,10000,36.48383975028992,391,157,17
0,0.6672153604888916,0.9113155979156494,0.76966,0.6927,0.94798,0.9261,38483.0,6927.0,47399.0,9261.0,50000,10000,36.453394174575806,391,157,18
