,loss_train,loss_test,top1_acc_train,top1_acc_test,top3_acc_train,top3_acc_test,running_corrects_1_train,running_corrects_1_test,running_corrects_3_train,running_corrects_3_test,dataset_sizes_train,dataset_sizes_test,time,batches_train,batches_test,epoch
0,2.012836280441284,1.8031043228149415,0.24704,0.3365,0.56724,0.675,12352.0,3365.0,28362.0,6750.0,50000,10000,56.004210233688354,1563,313,0
0,1.7340829007339478,1.6563968858718872,0.3611,0.3896,0.70492,0.7319,18055.0,3896.0,35246.0,7319.0,50000,10000,57.2001097202301,1563,313,1
0,1.5885854396057129,1.5545750808715821,0.42048,0.4357,0.75636,0.767,21024.0,4357.0,37818.0,7670.0,50000,10000,56.87622117996216,1563,313,2
0,1.4777320831680298,1.501188402748108,0.46034,0.4534,0.79078,0.7828,23017.0,4534.0,39539.0,7828.0,50000,10000,56.49422359466553,1563,313,3
0,1.3809636766433715,1.4522021635055542,0.49934,0.4749,0.81908,0.8014,24967.0,4749.0,40954.0,8014.0,50000,10000,55.94771933555603,1563,313,4
0,1.2957788345336914,1.4197416143417358,0.53168,0.4834,0.83996,0.8124,26584.0,4834.0,41998.0,8124.0,50000,10000,56.36878514289856,1563,313,5
0,1.2193832849884034,1.390162019920349,0.562,0.5001,0.8579,0.8201,28100.0,5001.0,42895.0,8201.0,50000,10000,55.38156342506409,1563,313,6
0,1.1409661307907104,1.3796827213287353,0.59036,0.514,0.87566,0.8289,29518.0,5140.0,43783.0,8289.0,50000,10000,55.91902709007263,1563,313,7
0,1.0640294298553468,1.3889589145660401,0.6201,0.5104,0.8902,0.8285,31005.0,5104.0,44510.0,8285.0,50000,10000,55.685912132263184,1563,313,8
0,0.9932728327178955,1.386478915977478,0.64676,0.5232,0.90316,0.8329,32338.0,5232.0,45158.0,8329.0,50000,10000,55.211817026138306,1563,313,9
0,0.9323480444717407,1.4161344158172608,0.66736,0.522,0.9136,0.8297,33368.0,5220.0,45680.0,8297.0,50000,10000,56.46680521965027,1563,313,10
0,0.8652908047485351,1.4353682146072388,0.68996,0.5164,0.9253,0.8269,34498.0,5164.0,46265.0,8269.0,50000,10000,56.518391132354736,1563,313,11
0,0.8068070712471008,1.4387558292388916,0.7114,0.5225,0.93672,0.83,35570.0,5225.0,46836.0,8300.0,50000,10000,57.41918182373047,1563,313,12
0,0.7505937127494812,1.4847235286712646,0.73332,0.5221,0.94242,0.8257,36666.0,5221.0,47121.0,8257.0,50000,10000,57.405338764190674,1563,313,13
0,0.7010972881126404,1.532716513633728,0.74996,0.5188,0.95,0.8256,37498.0,5188.0,47500.0,8256.0,50000,10000,57.11364197731018,1563,313,14
0,0.6506471161460876,1.5957714809417725,0.76816,0.5149,0.95814,0.8277,38408.0,5149.0,47907.0,8277.0,50000,10000,56.47621989250183,1563,313,15
0,0.6155362127017975,1.6138432479858398,0.77902,0.5136,0.9626,0.8305,38951.0,5136.0,48130.0,8305.0,50000,10000,57.053873777389526,1563,313,16
0,0.5654273922538757,1.6267124591827393,0.7972,0.5272,0.9673,0.8272,39860.0,5272.0,48365.0,8272.0,50000,10000,56.61965560913086,1563,313,17
0,0.5352230163955688,1.6976343299865722,0.80872,0.5182,0.97216,0.823,40436.0,5182.0,48608.0,8230.0,50000,10000,56.42549467086792,1563,313,18
