,loss_train,loss_test,top1_acc_train,top1_acc_test,top3_acc_train,top3_acc_test,running_corrects_1_train,running_corrects_1_test,running_corrects_3_train,running_corrects_3_test,dataset_sizes_train,dataset_sizes_test,time,batches_train,batches_test,epoch
0,1.9656925885772705,1.750079415512085,0.23032,0.3041,0.5671,0.6802,11516.0,3041.0,28355.0,6802.0,50000,10000,40.24574613571167,391,157,0
0,1.6725981394195557,1.5683927345275879,0.35802,0.4038,0.71818,0.7649,17901.0,4038.0,35909.0,7649.0,50000,10000,41.41368508338928,391,157,1
0,1.5396086933898925,1.4372162870407104,0.4187,0.4687,0.77052,0.8028,20935.0,4687.0,38526.0,8028.0,50000,10000,42.11833119392395,391,157,2
0,1.4419832235336303,1.321831060218811,0.46418,0.5087,0.80054,0.8265,23209.0,5087.0,40027.0,8265.0,50000,10000,42.110326528549194,391,157,3
0,1.36749457321167,1.27558935546875,0.49618,0.5323,0.819,0.8427,24809.0,5323.0,40950.0,8427.0,50000,10000,42.33312106132507,391,157,4
0,1.315073162574768,1.2325748470306397,0.51496,0.5496,0.83298,0.8519,25748.0,5496.0,41649.0,8519.0,50000,10000,42.21601629257202,391,157,5
0,1.272715683670044,1.1816305290222169,0.53356,0.5676,0.84212,0.865,26678.0,5676.0,42106.0,8650.0,50000,10000,42.2752685546875,391,157,6
0,1.232546276473999,1.1633301691055298,0.5493,0.5771,0.85492,0.8701,27465.0,5771.0,42746.0,8701.0,50000,10000,42.31344795227051,391,157,7
0,1.2013720378112793,1.128435640335083,0.56072,0.5944,0.86084,0.874,28036.0,5944.0,43042.0,8740.0,50000,10000,42.31346249580383,391,157,8
0,1.17219997505188,1.1154651077270508,0.573,0.5992,0.8678,0.8787,28650.0,5992.0,43390.0,8787.0,50000,10000,42.19877338409424,391,157,9
0,1.144758637123108,1.0982495359420776,0.58442,0.5952,0.87504,0.887,29221.0,5952.0,43752.0,8870.0,50000,10000,42.31538939476013,391,157,10
0,1.1175271459197997,1.0513130437850953,0.59406,0.6221,0.87838,0.8935,29703.0,6221.0,43919.0,8935.0,50000,10000,42.19086456298828,391,157,11
